"Nation/State","Characteristic","Total",NA,"Any health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uninsured",NA,NA,NA
NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Any private health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Employment-based",NA,NA,NA,"Direct purchase",NA,NA,NA,"TRICARE",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Covered by Medicaid",NA,NA,NA,NA,NA,NA,NA,"Covered by Medicare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covered by VA care",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Also covered by private insurance",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Also covered by private insurance",NA,NA,NA,"Also covered by Medicaid",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA
NA,NA,"Number","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma",".Under 19 years","1021","3","934","6","91.5","0.6","541","11","53","1.1","453","11","44.4","1","81","5","7.9","0.5","38","4","3.7","0.4","450","13","44.1","1.3","443","13","43.4","1.2","55","4","5.4","0.4","9","2","0.8","0.2","2","Z","0.1","Z","3","1","0.3","0.1","3","1","0.3","0.1","87","6","8.5","0.6"
"Oklahoma",".19 - 64 years","2318","4","1948","9","84.09999999999999","0.4","1592","11","68.7","0.4","1356","11","58.5","0.5","268","9","11.5","0.4","64","5","2.8","0.2","464","12","20","0.5","350","10","15.1","0.4","49","4","2.1","0.2","98","5","4.2","0.2","25","2","1.1","0.1","41","3","1.8","0.1","67","4","2.9","0.2","370","8","15.9","0.4"
"Oklahoma",".65 years and over","670","3","665","3","99.3","0.1","373","6","55.6","0.8","188","5","28","0.7","197","5","29.3","0.7","53","3","7.9","0.5","642","3","95.7","0.4","70","4","10.4","0.6","26","2","3.8","0.3","641","3","95.59999999999999","0.4","349","6","52","0.9","70","4","10.4","0.6","63","3","9.4","0.4","5","1","0.7","0.1"
"Oregon","All people","4227","1","4008","10","94.8","0.2","2812","26","66.5","0.6","2289","27","54.2","0.7","594","14","14","0.3","84","7","2","0.2","1786","24","42.2","0.6","1034","24","24.5","0.6","189","11","4.5","0.3","886","7","21","0.2","432","9","10.2","0.2","168","8","4","0.2","106","6","2.5","0.1","219","9","5.2","0.2"
"Oregon",".Under 65 years","3393","3","3177","10","93.59999999999999","0.3","2374","24","70","0.7","2094","26","61.7","0.8","328","13","9.699999999999999","0.4","37","5","1.1","0.1","980","23","28.9","0.7","911","23","26.9","0.7","143","10","4.2","0.3","82","6","2.4","0.2","21","3","0.6","0.1","45","5","1.3","0.1","43","4","1.3","0.1","216","9","6.4","0.3"
"Oregon",".Under 19 years","879","5","855","6","97.3","0.4","550","14","62.6","1.6","493","14","56.1","1.5","64","7","7.2","0.8","10","3","1.1","0.3","371","13","42.2","1.5","369","13","41.9","1.5","65","7","7.4","0.8","5","2","0.6","0.2","1","1","0.2","0.1","3","1","0.3","0.1","1","Z","0.1","0.1","24","4","2.7","0.4"
"Oregon",".19 - 64 years","2514","5","2322","10","92.40000000000001","0.4","1824","16","72.59999999999999","0.6","1601","17","63.7","0.7","265","10","10.5","0.4","28","3","1.1","0.1","609","15","24.2","0.6","543","15","21.6","0.6","78","6","3.1","0.2","77","5","3.1","0.2","20","3","0.8","0.1","42","4","1.7","0.2","42","4","1.7","0.1","192","9","7.6","0.4"
"Oregon",".65 years and over","834","3","831","3","99.59999999999999","0.1","438","8","52.5","0.9","196","7","23.4","0.8","266","6","31.8","0.8","46","4","5.5","0.5","805","3","96.5","0.3","123","6","14.7","0.7","46","3","5.5","0.4","804","4","96.40000000000001","0.3","411","8","49.3","0.9","123","6","14.7","0.7","64","4","7.7","0.5","3","1","0.4","0.1"
"Pennsylvania","All people","12890","2","12140","23","94.2","0.2","9069","45","70.3","0.3","7490","50","58.1","0.4","1904","30","14.8","0.2","199","10","1.5","0.1","4976","37","38.6","0.3","2618","38","20.3","0.3","528","17","4.1","0.1","2769","12","21.5","0.1","1484","14","11.5","0.1","497","13","3.9","0.1","257","8","2","0.1","753","23","5.8","0.2"
"Pennsylvania",".Under 65 years","10310","3","9572","23","92.8","0.2","7579","43","73.5","0.4","6726","49","65.2","0.5","1038","24","10.1","0.2","108","9","1.1","0.1","2499","37","24.2","0.4","2271","35","22","0.3","387","16","3.8","0.2","293","10","2.8","0.1","86","5","0.8","0.1","151","8","1.5","0.1","109","7","1.1","0.1","740","23","7.2","0.2"
"Pennsylvania",".Under 19 years","2809","6","2656","11","94.59999999999999","0.4","1791","21","63.7","0.8","1601","24","57","0.9","219","12","7.8","0.4","33","5","1.2","0.2","1066","22","37.9","0.8","1056","22","37.6","0.8","195","10","6.9","0.4","17","3","0.6","0.1","7","2","0.2","0.1","11","3","0.4","0.1","5","2","0.2","0.1","153","12","5.4","0.4"
"Pennsylvania",".19 - 64 years","7503","7","6916","19","92.2","0.2","5789","29","77.09999999999999","0.4","5125","32","68.3","0.4","820","17","10.9","0.2","76","6","1","0.1","1433","24","19.1","0.3","1215","22","16.2","0.3","192","9","2.6","0.1","276","10","3.7","0.1","80","5","1.1","0.1","140","7","1.9","0.1","104","6","1.4","0.1","588","18","7.8","0.2"
"Pennsylvania",".65 years and over","2581","2","2569","3","99.5","0.1","1490","12","57.7","0.5","763","11","29.6","0.4","865","12","33.5","0.5","90","5","3.5","0.2","2477","6","96","0.2","346","9","13.4","0.4","141","5","5.5","0.2","2476","6","95.90000000000001","0.2","1398","13","54.1","0.5","346","9","13.4","0.4","148","6","5.7","0.2","12","2","0.5","0.1"
"Rhode Island","All people","1097","1","1046","7","95.40000000000001","0.6","758","14","69.09999999999999","1.2","613","13","55.9","1.2","177","10","16.1","0.9","18","3","1.7","0.3","439","13","40.1","1.2","259","14","23.6","1.3","50","6","4.6","0.5","228","4","20.8","0.3","113","5","10.3","0.4","53","4","4.9","0.4","18","3","1.6","0.2","51","7","4.6","0.6"
"Rhode Island",".Under 65 years","884","2","834","7","94.40000000000001","0.8","644","12","72.90000000000001","1.4","557","12","63.1","1.4","107","9","12.1","1","11","3","1.2","0.3","237","13","26.8","1.5","220","13","24.9","1.5","37","6","4.2","0.7","25","3","2.9","0.3","9","2","1","0.2","14","2","1.6","0.2","7","2","0.8","0.2","50","7","5.6","0.8"
"Rhode Island",".Under 19 years","219","3","211","4","96.3","1.7","137","6","62.7","2.8","121","5","55.4","2.7","21","3","9.4","1.6","3","1","1.6","0.6","91","7","41.4","3","90","7","41.4","3","17","4","7.8","1.8","1","1","0.4","0.3","D","D","D","D","1","1","0.4","0.3","0","0","0","0","8","4","3.7","1.7"
"Rhode Island",".19 - 64 years","665","3","623","6","93.7","0.7","507","9","76.2","1.3","436","9","65.59999999999999","1.3","86","8","13","1.2","7","2","1.1","0.3","146","9","22","1.4","129","9","19.5","1.3","20","4","3","0.6","25","3","3.7","0.4","D","D","D","D","13","2","2","0.3","7","2","1","0.3","42","5","6.3","0.7"
"Rhode Island",".65 years and over","213","1","212","1","99.59999999999999","0.2","114","4","53.3","1.9","56","4","26.2","1.9","70","4","32.9","1.8","7","2","3.5","0.7","203","2","95","0.8","39","4","18.4","1.7","13","2","6.1","0.8","202","2","95","0.8","104","4","48.8","1.9","39","4","18.4","1.7","11","2","5.3","0.8","1","1","0.4","0.2"
"South Carolina","All people","5380","5","4898","17","91","0.3","3628","29","67.40000000000001","0.5","2795","34","52","0.6","892","23","16.6","0.4","252","13","4.7","0.2","2060","26","38.3","0.5","1012","27","18.8","0.5","188","11","3.5","0.2","1161","8","21.6","0.1","613","9","11.4","0.2","191","8","3.5","0.1","182","9","3.4","0.2","482","17","9","0.3"
"South Carolina",".Under 65 years","4319","6","3843","17","89","0.4","3030","26","70.09999999999999","0.6","2475","30","57.3","0.7","578","21","13.4","0.5","154","11","3.6","0.3","1027","26","23.8","0.6","881","25","20.4","0.6","133","10","3.1","0.2","129","7","3","0.2","39","4","0.9","0.1","59","5","1.4","0.1","92","7","2.1","0.2","476","17","11","0.4"
"South Carolina",".Under 19 years","1224","5","1152","7","94.09999999999999","0.5","687","16","56.1","1.3","567","15","46.4","1.2","102","8","8.300000000000001","0.7","51","6","4.2","0.5","525","16","42.9","1.3","519","16","42.4","1.3","57","6","4.7","0.5","10","3","0.8","0.2","3","1","0.3","0.1","7","3","0.6","0.2","5","3","0.4","0.2","72","7","5.9","0.5"
"South Carolina",".19 - 64 years","3096","7","2691","14","86.90000000000001","0.4","2343","17","75.7","0.5","1908","22","61.6","0.7","477","17","15.4","0.5","102","8","3.3","0.3","503","16","16.2","0.5","363","14","11.7","0.5","76","6","2.4","0.2","120","6","3.9","0.2","36","4","1.2","0.1","53","5","1.7","0.1","87","6","2.8","0.2","405","14","13.1","0.4"
"South Carolina",".65 years and over","1061","3","1055","3","99.5","0.1","598","9","56.4","0.8","320","10","30.1","0.9","314","10","29.6","0.9","98","6","9.199999999999999","0.5","1032","4","97.3","0.3","131","6","12.4","0.6","56","4","5.2","0.4","1031","4","97.2","0.3","574","8","54.2","0.8","131","6","12.4","0.6","90","5","8.5","0.5","6","2","0.5","0.1"
"South Dakota","All people","905","1","832","6","91.90000000000001","0.7","662","9","73.2","1","494","10","54.6","1.1","172","7","19","0.8","39","5","4.4","0.5","290","8","32.1","0.9","121","8","13.4","0.9","26","4","2.9","0.4","179","3","19.7","0.3","95","4","10.4","0.4","25","3","2.7","0.3","35","3","3.9","0.4","73","6","8.1","0.7"
"South Dakota",".Under 65 years","737","2","665","6","90.2","0.8","570","8","77.2","1.1","466","10","63.1","1.4","108","7","14.6","0.9","26","4","3.5","0.5","128","8","17.4","1","105","7","14.2","1","19","3","2.5","0.4","16","2","2.2","0.3","6","2","0.9","0.2","8","2","1.1","0.3","18","3","2.5","0.4","72","6","9.800000000000001","0.8"
"South Dakota",".Under 19 years","228","3","210","4","92","1.5","160","5","70","2.2","129","6","56.7","2.5","28","3","12.2","1.3","11","2","4.7","1","61","5","26.7","2.2","60","5","26.2","2.2","10","2","4.5","0.9","1","Z","0.4","0.2","Z","Z","0.1","0.1","Z","Z","0.2","0.1","1","1","0.4","0.3","18","3","8","1.5"
"South Dakota",".19 - 64 years","509","3","455","5","89.40000000000001","0.9","410","6","80.5","1.1","336","7","66","1.3","80","5","15.7","1","15","2","3","0.5","67","4","13.2","0.8","45","4","8.800000000000001","0.8","9","2","1.7","0.4","15","2","3","0.5","6","2","1.2","0.3","8","2","1.6","0.4","17","3","3.4","0.5","54","4","10.6","0.9"
"South Dakota",".65 years and over","168","1","167","2","99.3","0.3","93","4","55.2","2.2","28","3","16.9","1.7","65","4","38.5","2.3","13","2","8","1.2","162","1","96.7","0.6","17","2","9.9","1.2","7","1","4.5","0.8","162","2","96.7","0.6","88","4","52.5","2.2","17","2","9.9","1.2","17","2","10","1","1","1","0.7","0.3"
"Tennessee","All people","7131","3","6441","21","90.3","0.3","4762","35","66.8","0.5","3782","35","53","0.5","1050","23","14.7","0.3","245","13","3.4","0.2","2532","29","35.5","0.4","1320","29","18.5","0.4","239","12","3.3","0.2","1359","10","19.1","0.1","623","12","8.699999999999999","0.2","238","9","3.3","0.1","194","8","2.7","0.1","691","21","9.699999999999999","0.3"
"Tennessee",".Under 65 years","5885","5","5204","20","88.40000000000001","0.3","4136","32","70.3","0.6","3482","31","59.2","0.5","695","19","11.8","0.3","162","12","2.8","0.2","1337","29","22.7","0.5","1161","27","19.7","0.5","175","10","3","0.2","164","8","2.8","0.1","38","4","0.6","0.1","79","6","1.3","0.1","103","7","1.7","0.1","681","20","11.6","0.3"
"Tennessee",".Under 19 years","1661","6","1553","12","93.5","0.6","987","18","59.4","1.1","829","18","49.9","1.1","151","9","9.1","0.5","53","7","3.2","0.4","657","19","39.5","1.1","648","19","39","1.1","87","8","5.2","0.5","10","3","0.6","0.2","2","1","0.1","0.1","4","2","0.3","0.1","4","2","0.2","0.1","109","9","6.5","0.6"
"Tennessee",".19 - 64 years","4224","7","3651","15","86.40000000000001","0.4","3149","20","74.59999999999999","0.5","2653","20","62.8","0.5","544","14","12.9","0.3","109","8","2.6","0.2","680","17","16.1","0.4","513","15","12.2","0.4","88","6","2.1","0.1","154","7","3.7","0.2","36","4","0.9","0.1","74","6","1.8","0.1","99","7","2.3","0.2","573","16","13.6","0.4"
"Tennessee",".65 years and over","1246","4","1237","5","99.3","0.2","627","11","50.3","0.8","300","9","24","0.7","356","10","28.6","0.8","83","5","6.6","0.4","1196","5","96","0.4","159","6","12.7","0.5","63","4","5.1","0.3","1194","5","95.90000000000001","0.4","585","11","47","0.9","159","6","12.7","0.5","91","5","7.3","0.4","9","3","0.7","0.2"
"Texas","All people","30800","7","25650","70","83.3","0.2","19680","89","63.9","0.3","15870","98","51.5","0.3","4141","64","13.4","0.2","967","28","3.1","0.1","8694","63","28.2","0.2","4585","65","14.9","0.2","691","21","2.2","0.1","4479","20","14.5","0.1","1945","21","6.3","0.1","795","16","2.6","0.1","764","17","2.5","0.1","5152","69","16.7","0.2"
"Texas",".Under 65 years","26530","9","21450","68","80.8","0.3","17640","86","66.5","0.3","14700","93","55.4","0.4","3183","56","12","0.2","672","25","2.5","0.1","4700","65","17.7","0.2","4009","62","15.1","0.2","509","20","1.9","0.1","491","16","1.8","0.1","115","7","0.4","Z","219","11","0.8","Z","477","16","1.8","0.1","5085","68","19.2","0.3"
"Texas",".Under 19 years","8100","14","7000","34","86.40000000000001","0.4","4561","48","56.3","0.6","3830","46","47.3","0.6","693","26","8.6","0.3","235","13","2.9","0.2","2704","46","33.4","0.6","2648","47","32.7","0.6","245","14","3","0.2","51","7","0.6","0.1","6","2","0.1","Z","21","4","0.3","0.1","33","6","0.4","0.1","1100","33","13.6","0.4"
"Texas",".19 - 64 years","18430","16","14450","49","78.40000000000001","0.3","13080","50","71","0.3","10870","58","59","0.3","2490","37","13.5","0.2","437","16","2.4","0.1","1995","35","10.8","0.2","1361","28","7.4","0.1","264","11","1.4","0.1","439","13","2.4","0.1","109","6","0.6","Z","198","9","1.1","Z","444","14","2.4","0.1","3985","48","21.6","0.3"
"Texas",".65 years and over","4267","6","4199","9","98.40000000000001","0.1","2038","20","47.8","0.4","1170","17","27.4","0.4","958","17","22.4","0.4","295","11","6.9","0.3","3995","13","93.59999999999999","0.3","576","12","13.5","0.3","182","8","4.3","0.2","3988","13","93.5","0.3","1830","20","42.9","0.4","576","12","13.5","0.3","287","8","6.7","0.2","68","6","1.6","0.1"
"Utah","All people","3477","1","3188","16","91.7","0.5","2708","22","77.90000000000001","0.6","2207","28","63.5","0.8","558","18","16","0.5","78","6","2.3","0.2","773","16","22.2","0.5","362","16","10.4","0.4","86","8","2.5","0.2","445","5","12.8","0.2","206","6","5.9","0.2","57","4","1.6","0.1","49","4","1.4","0.1","289","16","8.300000000000001","0.5"
"Utah",".Under 65 years","3048","3","2763","16","90.7","0.5","2489","21","81.7","0.7","2084","27","68.40000000000001","0.9","449","18","14.7","0.6","49","5","1.6","0.2","369","15","12.1","0.5","326","15","10.7","0.5","72","7","2.4","0.2","42","4","1.4","0.1","9","1","0.3","Z","21","3","0.7","0.1","25","3","0.8","0.1","285","16","9.300000000000001","0.5"
"Utah",".Under 19 years","993","3","927","9","93.40000000000001","0.8","796","13","80.2","1.3","665","15","67","1.5","138","10","14","1","17","3","1.8","0.3","172","11","17.3","1.1","168","10","16.9","1","39","5","3.9","0.5","3","1","0.3","0.1","Z","Z","Z","Z","1","1","0.1","0.1","3","1","0.3","0.1","65","8","6.6","0.8"
"Utah",".19 - 64 years","2055","4","1836","11","89.3","0.6","1693","13","82.40000000000001","0.6","1420","17","69.09999999999999","0.9","311","12","15.1","0.6","31","3","1.5","0.2","197","9","9.6","0.4","158","8","7.7","0.4","33","4","1.6","0.2","39","4","1.9","0.2","8","1","0.4","0.1","20","3","1","0.1","22","2","1.1","0.1","219","12","10.7","0.6"
"Utah",".65 years and over","429","2","425","2","99.09999999999999","0.3","219","6","51","1.4","122","6","28.5","1.4","109","4","25.3","1","30","3","6.9","0.7","404","4","94.2","0.7","36","3","8.300000000000001","0.7","14","2","3.4","0.5","404","4","94.09999999999999","0.7","198","6","46","1.3","36","3","8.300000000000001","0.7","24","3","5.6","0.6","4","1","0.9","0.3"
"Vermont","All people","643","1","616","4","95.8","0.6","456","8","70.90000000000001","1.2","356","8","55.4","1.3","112","5","17.5","0.8","15","3","2.3","0.4","260","7","40.5","1","131","6","20.4","1","24","3","3.8","0.4","154","3","24","0.5","84","3","13.1","0.5","29","3","4.5","0.4","14","2","2.2","0.3","27","4","4.2","0.6"
"Vermont",".Under 65 years","498","2","471","4","94.59999999999999","0.7","369","7","74.2","1.4","312","7","62.6","1.5","62","5","12.5","0.9","8","2","1.6","0.5","122","6","24.4","1.3","112","6","22.5","1.3","15","3","3.1","0.6","16","2","3.2","0.5","3","1","0.7","0.2","10","2","2","0.4","5","1","0.9","0.2","27","4","5.4","0.7"
"Vermont",".Under 19 years","122","2","118","2","97.40000000000001","0.9","77","3","62.9","2.5","66","3","54.6","2.8","9","2","7.8","1.5","3","1","2.2","1","47","3","39","2.5","47","3","39","2.5","6","1","4.5","1.2","Z","Z","0.3","0.3","D","D","D","D","Z","Z","0.3","0.3","0","0","0","0","3","1","2.6","0.9"
"Vermont",".19 - 64 years","376","2","353","4","93.7","0.9","293","5","77.8","1.4","246","6","65.3","1.6","53","4","14","1.1","5","1","1.4","0.4","74","5","19.7","1.4","65","5","17.2","1.3","10","2","2.6","0.5","15","2","4.1","0.6","D","D","D","D","9","2","2.5","0.5","5","1","1.2","0.3","24","3","6.3","0.9"
"Vermont",".65 years and over","145","1","144","1","99.7","0.2","87","3","59.9","2.1","44","3","30.5","1.8","50","3","34.6","2.1","7","1","5","0.8","139","2","95.8","0.7","19","2","13","1.4","9","1","6.1","1","139","2","95.7","0.8","81","3","55.9","2.1","19","2","13","1.4","10","1","6.6","0.9","Z","Z","0.3","0.2"
"Virginia","All people","8580","6","7985","22","93.09999999999999","0.3","6234","35","72.7","0.4","5037","38","58.7","0.4","1104","19","12.9","0.2","658","20","7.7","0.2","2952","32","34.4","0.4","1366","30","15.9","0.3","235","11","2.7","0.1","1597","10","18.6","0.1","893","11","10.4","0.1","209","8","2.4","0.1","335","12","3.9","0.1","596","22","6.9","0.3"
"Virginia",".Under 65 years","7062","8","6478","21","91.7","0.3","5317","31","75.3","0.4","4520","37","64","0.5","669","18","9.5","0.3","479","19","6.8","0.3","1516","30","21.5","0.4","1224","30","17.3","0.4","178","11","2.5","0.2","165","8","2.3","0.1","49","4","0.7","0.1","66","5","0.9","0.1","232","10","3.3","0.1","583","21","8.300000000000001","0.3"
"Virginia",".Under 19 years","1991","6","1888","12","94.8","0.4","1375","17","69.09999999999999","0.8","1138","19","57.2","0.9","143","8","7.2","0.4","180","10","9","0.5","601","19","30.2","0.9","579","19","29.1","0.9","79","7","4","0.4","8","2","0.4","0.1","2","1","0.1","Z","4","2","0.2","0.1","27","4","1.4","0.2","103","9","5.2","0.4"
"Virginia",".19 - 64 years","5071","10","4591","17","90.5","0.3","3942","22","77.7","0.4","3381","26","66.7","0.5","527","13","10.4","0.3","299","12","5.9","0.2","915","17","18","0.3","644","16","12.7","0.3","99","6","1.9","0.1","157","8","3.1","0.2","47","4","0.9","0.1","62","5","1.2","0.1","205","9","4","0.2","480","16","9.5","0.3"
"Virginia",".65 years and over","1519","5","1506","6","99.2","0.2","916","11","60.3","0.7","517","9","34","0.6","435","10","28.6","0.6","180","6","11.8","0.4","1435","6","94.5","0.3","143","6","9.4","0.4","57","4","3.8","0.3","1433","6","94.3","0.3","844","11","55.6","0.7","143","6","9.4","0.4","102","4","6.7","0.3","12","2","0.8","0.2"
"Washington","All people","7843","5","7332","18","93.5","0.2","5556","34","70.8","0.4","4609","33","58.8","0.4","999","23","12.7","0.3","318","14","4.1","0.2","2795","31","35.6","0.4","1534","31","19.6","0.4","294","16","3.8","0.2","1418","10","18.1","0.1","738","14","9.4","0.2","249","9","3.2","0.1","201","8","2.6","0.1","512","17","6.5","0.2"
"Washington",".Under 65 years","6486","6","5983","18","92.2","0.3","4794","32","73.90000000000001","0.5","4224","33","65.09999999999999","0.5","591","19","9.1","0.3","209","12","3.2","0.2","1509","31","23.3","0.5","1358","30","20.9","0.5","223","15","3.4","0.2","134","6","2.1","0.1","40","4","0.6","0.1","73","5","1.1","0.1","107","7","1.6","0.1","503","17","7.8","0.3"
"Washington",".Under 19 years","1746","4","1678","8","96.09999999999999","0.4","1142","16","65.40000000000001","0.9","1003","16","57.4","1","115","8","6.6","0.5","75","6","4.3","0.4","644","17","36.9","1","636","18","36.4","1","106","9","6.1","0.5","8","3","0.5","0.2","1","1","0.1","0.1","5","2","0.3","0.1","6","2","0.3","0.1","68","6","3.9","0.4"
"Washington",".19 - 64 years","4740","8","4305","16","90.8","0.3","3651","22","77","0.4","3221","23","68","0.5","476","14","10","0.3","134","8","2.8","0.2","865","18","18.2","0.4","722","17","15.2","0.4","117","9","2.5","0.2","125","6","2.6","0.1","39","4","0.8","0.1","68","5","1.4","0.1","101","6","2.1","0.1","435","15","9.199999999999999","0.3"
"Washington",".65 years and over","1357","3","1348","4","99.40000000000001","0.1","762","12","56.2","0.9","385","11","28.4","0.9","409","10","30.1","0.8","109","6","8","0.4","1285","7","94.7","0.3","176","8","13","0.6","71","5","5.3","0.3","1284","6","94.59999999999999","0.3","698","12","51.5","0.9","176","8","13","0.6","94","4","6.9","0.3","9","2","0.6","0.1"
"West Virginia","All people","1736","1","1636","7","94.2","0.4","1107","15","63.8","0.8","945","17","54.4","0.9","202","8","11.7","0.5","48","5","2.8","0.3","811","12","46.7","0.7","444","14","25.6","0.8","71","6","4.1","0.3","424","4","24.4","0.2","220","6","12.7","0.3","78","4","4.5","0.3","56","4","3.2","0.2","101","7","5.8","0.4"
"West Virginia",".Under 65 years","1359","3","1260","7","92.7","0.5","891","14","65.59999999999999","1","806","16","59.3","1.2","101","7","7.4","0.5","30","5","2.2","0.4","444","12","32.7","0.9","393","13","28.9","0.9","51","5","3.8","0.4","57","3","4.2","0.2","12","2","0.9","0.1","26","2","1.9","0.2","24","3","1.8","0.2","99","6","7.3","0.5"
"West Virginia",".Under 19 years","373","4","362","4","97.2","0.5","213","8","57.2","1.9","196","8","52.5","2.1","18","3","4.7","0.7","9","3","2.3","0.7","175","7","47","1.8","175","7","46.8","1.8","26","3","6.9","0.9","2","1","0.5","0.2","Z","Z","0.1","0.1","1","1","0.3","0.1","D","D","D","D","11","2","2.8","0.5"
"West Virginia",".19 - 64 years","986","4","898","7","91","0.6","678","10","68.8","1","610","12","61.9","1.1","83","6","8.5","0.6","21","3","2.2","0.3","269","8","27.2","0.8","218","8","22.1","0.8","25","3","2.6","0.3","55","3","5.6","0.3","12","2","1.2","0.2","25","2","2.5","0.2","D","D","D","D","88","6","9","0.6"
"West Virginia",".65 years and over","377","2","375","2","99.59999999999999","0.2","216","5","57.3","1.3","139","6","37","1.5","101","4","26.9","1.1","18","2","4.8","0.5","367","3","97.5","0.4","51","4","13.6","1","20","2","5.4","0.5","367","3","97.40000000000001","0.4","208","5","55.2","1.3","51","4","13.6","1","32","3","8.5","0.7","2","1","0.4","0.2"
"Wisconsin","All people","5897","1","5587","12","94.7","0.2","4290","23","72.7","0.4","3518","24","59.7","0.4","908","18","15.4","0.3","92","4","1.6","0.1","2085","20","35.3","0.3","1014","20","17.2","0.3","210","9","3.6","0.2","1217","6","20.6","0.1","614","8","10.4","0.1","192","6","3.3","0.1","135","5","2.3","0.1","311","12","5.3","0.2"
"Wisconsin",".Under 65 years","4753","3","4447","12","93.59999999999999","0.2","3673","21","77.3","0.4","3273","22","68.90000000000001","0.5","493","16","10.4","0.3","55","4","1.2","0.1","978","20","20.6","0.4","884","19","18.6","0.4","154","8","3.2","0.2","111","5","2.3","0.1","30","3","0.6","0.1","63","4","1.3","0.1","57","4","1.2","0.1","306","11","6.4","0.2"
"Wisconsin",".Under 19 years","1309","5","1254","7","95.8","0.4","913","12","69.7","0.9","846","12","64.7","0.9","81","7","6.2","0.6","15","2","1.1","0.2","424","11","32.4","0.8","421","11","32.1","0.8","81","7","6.2","0.5","5","1","0.4","0.1","2","1","0.1","Z","3","1","0.2","0.1","2","1","0.1","0.1","55","5","4.2","0.4"
"Wisconsin",".19 - 64 years","3444","6","3193","11","92.7","0.3","2760","14","80.09999999999999","0.4","2427","16","70.5","0.5","413","12","12","0.3","40","3","1.2","0.1","553","13","16.1","0.4","463","13","13.5","0.4","72","5","2.1","0.1","106","5","3.1","0.1","28","2","0.8","0.1","60","4","1.7","0.1","55","4","1.6","0.1","250","10","7.3","0.3"
"Wisconsin",".65 years and over","1144","3","1139","3","99.59999999999999","0.1","617","8","53.9","0.7","245","7","21.4","0.6","414","8","36.2","0.7","37","2","3.2","0.2","1107","4","96.7","0.3","130","5","11.4","0.4","56","3","4.9","0.3","1106","4","96.59999999999999","0.2","584","8","51","0.7","130","5","11.4","0.4","78","3","6.8","0.3","5","1","0.4","0.1"
"Wyoming","All people","577","1","518","6","89.7","1","420","8","72.7","1.3","321","10","55.6","1.8","105","7","18.3","1.3","21","3","3.6","0.6","180","6","31.2","1","68","5","11.8","0.9","15","3","2.6","0.4","120","2","20.8","0.3","68","4","11.8","0.6","17","2","3","0.3","22","2","3.8","0.4","59","6","10.3","1"
"Wyoming",".Under 65 years","462","2","403","6","87.3","1.2","352","7","76.09999999999999","1.5","292","9","63.2","2","63","6","13.6","1.3","13","3","2.7","0.6","68","5","14.7","1.2","55","5","11.9","1.1","8","2","1.8","0.4","8","1","1.8","0.3","2","1","0.5","0.2","5","1","1","0.2","10","2","2.2","0.4","59","6","12.7","1.2"
"Wyoming",".Under 19 years","131","2","119","3","91","1.9","92","4","70","2.6","79","4","60.5","3.1","12","2","9.199999999999999","1.8","4","2","3","1.2","32","4","24.4","2.6","32","4","24.3","2.6","4","1","3.3","1","Z","Z","0.1","0.1","D","D","D","D","D","D","D","D","0","0","0","0","12","3","9","1.9"
"Wyoming",".19 - 64 years","332","3","284","5","85.8","1.3","260","5","78.5","1.4","213","7","64.3","2","51","4","15.4","1.4","9","2","2.6","0.6","36","3","10.9","0.9","23","3","7","0.8","4","1","1.2","0.4","8","1","2.5","0.4","D","D","D","D","D","D","D","D","10","2","3.1","0.5","47","4","14.2","1.3"
