"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
NA,"Under 65 years","3905","3","3526","13","90.299999999999997","0.29999999999999999","2392","28","61.299999999999997","0.69999999999999996","2037","26","52.200000000000003","0.69999999999999996","370","15","9.5","0.40000000000000002","83","7","2.1000000000000001","0.20000000000000001","1306","24","33.399999999999999","0.59999999999999998","1195","22","30.600000000000001","0.59999999999999998","126","9","3.2000000000000002","0.20000000000000001","150","7","3.7999999999999998","0.20000000000000001","35","4","0.90000000000000002","0.10000000000000001","78","5","2","0.10000000000000001","51","5","1.3","0.10000000000000001","379","13","9.6999999999999993","0.29999999999999999"
NA,"Under 19 years","1175","5","1139","7","96.900000000000006","0.40000000000000002","578","15","49.200000000000003","1.2","501","14","42.700000000000003","1.2","68","7","5.7999999999999998","0.59999999999999998","25","3","2.1000000000000001","0.29999999999999999","613","14","52.200000000000003","1.2","610","14","51.899999999999999","1.2","51","6","4.2999999999999998","0.5","7","1","0.59999999999999998","0.10000000000000001","1","1","0.10000000000000001","Z","5","1","0.40000000000000002","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","36","5","3.1000000000000001","0.40000000000000002"
NA,"19 - 64 years","2730","5","2387","12","87.400000000000006","0.40000000000000002","1814","19","66.5","0.69999999999999996","1535","17","56.200000000000003","0.59999999999999998","302","11","11.1","0.40000000000000002","58","5","2.1000000000000001","0.20000000000000001","693","17","25.399999999999999","0.59999999999999998","585","14","21.399999999999999","0.5","75","5","2.7999999999999998","0.20000000000000001","143","7","5.2000000000000002","0.20000000000000001","34","4","1.2","0.10000000000000001","73","5","2.7000000000000002","0.20000000000000001","50","5","1.8","0.20000000000000001","343","12","12.6","0.40000000000000002"
NA,"65 years and over","675","3","672","3","99.5","0.10000000000000001","368","8","54.5","1.2","211","7","31.199999999999999","1.1000000000000001","180","6","26.600000000000001","0.90000000000000002","42","3","6.2000000000000002","0.5","647","4","95.799999999999997","0.40000000000000002","112","5","16.600000000000001","0.80000000000000004","41","4","6.0999999999999996","0.5","646","4","95.599999999999994","0.40000000000000002","342","8","50.700000000000003","1.2","112","5","16.600000000000001","0.80000000000000004","51","4","7.5","0.5","3","1","0.5","0.10000000000000001"
"Maine","All persons","1322","1","1215","6","91.900000000000006","0.5","932","12","70.5","0.90000000000000002","729","12","55.200000000000003","0.90000000000000002","211","8","15.9","0.59999999999999998","44","4","3.2999999999999998","0.29999999999999999","478","9","36.200000000000003","0.69999999999999996","235","9","17.800000000000001","0.69999999999999996","44","3","3.2999999999999998","0.29999999999999999","300","4","22.699999999999999","0.29999999999999999","162","4","12.300000000000001","0.29999999999999999","73","4","5.5","0.29999999999999999","47","3","3.6000000000000001","0.20000000000000001","107","6","8.0999999999999996","0.5"
NA,"Under 65 years","1062","1","955","6","90","0.59999999999999998","772","11","72.700000000000003","1.1000000000000001","653","12","61.5","1.1000000000000001","121","6","11.4","0.59999999999999998","26","4","2.5","0.29999999999999999","227","9","21.300000000000001","0.80000000000000004","194","9","18.300000000000001","0.80000000000000004","27","3","2.6000000000000001","0.29999999999999999","49","3","4.5999999999999996","0.29999999999999999","10","1","0.90000000000000002","0.10000000000000001","32","3","3","0.29999999999999999","19","2","1.8","0.20000000000000001","107","6","10","0.59999999999999998"
NA,"Under 19 years","272","2","258","3","95.099999999999994","0.69999999999999996","183","5","67.299999999999997","1.8","160","5","58.899999999999999","1.8","21","3","7.7000000000000002","1","8","2","2.8999999999999999","0.69999999999999996","86","5","31.600000000000001","1.8","84","5","30.899999999999999","1.8","10","2","3.7000000000000002","0.59999999999999998","2","1","0.90000000000000002","0.5","Z","Z","Z","Z","1","Z","0.29999999999999999","0.20000000000000001","1","Z","0.20000000000000001","0.10000000000000001","13","2","4.9000000000000004","0.69999999999999996"
NA,"19 - 64 years","790","2","697","6","88.200000000000003","0.69999999999999996","589","8","74.5","1","493","9","62.399999999999999","1.1000000000000001","100","5","12.699999999999999","0.69999999999999996","18","3","2.2999999999999998","0.29999999999999999","141","6","17.800000000000001","0.69999999999999996","110","5","14","0.69999999999999996","17","2","2.2000000000000002","0.29999999999999999","46","3","5.9000000000000004","0.40000000000000002","10","1","1.2","0.20000000000000001","31","3","3.8999999999999999","0.40000000000000002","19","2","2.3999999999999999","0.29999999999999999","93","5","11.800000000000001","0.69999999999999996"
NA,"65 years and over","260","1","259","1","99.799999999999997","0.10000000000000001","160","4","61.600000000000001","1.6000000000000001","76","3","29.300000000000001","1.3","90","4","34.399999999999999","1.6000000000000001","18","2","6.9000000000000004","0.80000000000000004","252","2","96.900000000000006","0.59999999999999998","41","3","15.800000000000001","1.2","17","2","6.4000000000000004","0.90000000000000002","251","2","96.599999999999994","0.59999999999999998","152","4","58.600000000000001","1.7","41","3","15.800000000000001","1.2","28","2","10.800000000000001","0.80000000000000004","1","Z","0.20000000000000001","0.10000000000000001"
"Maryland","All persons","5958","2","5592","15","93.900000000000006","0.20000000000000001","4428","27","74.299999999999997","0.5","3784","29","63.5","0.5","717","16","12","0.29999999999999999","206","11","3.5","0.20000000000000001","1918","25","32.200000000000003","0.40000000000000002","1067","26","17.899999999999999","0.40000000000000002","156","9","2.6000000000000001","0.10000000000000001","956","9","16","0.20000000000000001","615","8","10.300000000000001","0.10000000000000001","158","6","2.7000000000000002","0.10000000000000001","119","5","2","0.10000000000000001","366","15","6.0999999999999996","0.20000000000000001"
NA,"Under 65 years","5079","3","4721","16","93","0.29999999999999999","3806","27","74.900000000000006","0.5","3344","29","65.799999999999997","0.59999999999999998","469","14","9.1999999999999993","0.29999999999999999","148","10","2.8999999999999999","0.20000000000000001","1091","25","21.5","0.5","968","25","19.100000000000001","0.5","110","8","2.2000000000000002","0.20000000000000001","129","8","2.5","0.20000000000000001","37","3","0.69999999999999996","0.10000000000000001","58","5","1.2","0.10000000000000001","61","4","1.2","0.10000000000000001","358","15","7","0.29999999999999999"
NA,"Under 19 years","1420","4","1365","7","96.200000000000003","0.40000000000000002","945","15","66.599999999999994","1","840","16","59.200000000000003","1.1000000000000001","90","6","6.4000000000000004","0.40000000000000002","48","5","3.3999999999999999","0.40000000000000002","464","16","32.700000000000003","1.1000000000000001","455","15","32","1.1000000000000001","43","4","3","0.29999999999999999","12","4","0.90000000000000002","0.29999999999999999","2","1","0.10000000000000001","0.10000000000000001","3","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","Z","54","6","3.7999999999999998","0.40000000000000002"
NA,"19 - 64 years","3660","5","3356","13","91.700000000000003","0.29999999999999999","2860","17","78.099999999999994","0.5","2504","18","68.400000000000006","0.5","378","12","10.300000000000001","0.29999999999999999","101","7","2.7999999999999998","0.20000000000000001","626","14","17.100000000000001","0.40000000000000002","513","14","14","0.40000000000000002","67","5","1.8","0.10000000000000001","117","6","3.2000000000000002","0.20000000000000001","36","3","1","0.10000000000000001","56","4","1.5","0.10000000000000001","60","4","1.6000000000000001","0.10000000000000001","304","12","8.3000000000000007","0.29999999999999999"
NA,"65 years and over","878","2","871","3","99.099999999999994","0.20000000000000001","622","6","70.799999999999997","0.69999999999999996","440","8","50.100000000000001","0.90000000000000002","248","5","28.300000000000001","0.59999999999999998","58","4","6.5999999999999996","0.40000000000000002","827","4","94.200000000000003","0.40000000000000002","100","5","11.4","0.59999999999999998","46","3","5.2999999999999998","0.29999999999999999","827","4","94.099999999999994","0.40000000000000002","578","7","65.799999999999997","0.80000000000000004","100","5","11.4","0.59999999999999998","58","3","6.5999999999999996","0.40000000000000002","8","2","0.90000000000000002","0.20000000000000001"
"Massachusetts","All persons","6786","1","6596","10","97.200000000000003","0.10000000000000001","5009","29","73.799999999999997","0.40000000000000002","4261","29","62.799999999999997","0.40000000000000002","904","18","13.300000000000001","0.29999999999999999","82","7","1.2","0.10000000000000001","2489","30","36.700000000000003","0.40000000000000002","1570","30","23.100000000000001","0.40000000000000002","265","11","3.8999999999999999","0.20000000000000001","1150","8","16.899999999999999","0.10000000000000001","690","9","10.199999999999999","0.10000000000000001","262","8","3.8999999999999999","0.10000000000000001","106","6","1.6000000000000001","0.10000000000000001","190","10","2.7999999999999998","0.10000000000000001"
NA,"Under 65 years","5714","2","5528","10","96.700000000000003","0.20000000000000001","4300","28","75.200000000000003","0.5","3823","28","66.900000000000006","0.5","554","16","9.6999999999999993","0.29999999999999999","51","7","0.90000000000000002","0.10000000000000001","1476","29","25.800000000000001","0.5","1396","30","24.399999999999999","0.5","205","11","3.6000000000000001","0.20000000000000001","137","7","2.3999999999999999","0.10000000000000001","35","3","0.59999999999999998","Z","88","5","1.5","0.10000000000000001","40","4","0.69999999999999996","0.10000000000000001","186","9","3.2999999999999998","0.20000000000000001"
NA,"Under 19 years","1479","4","1457","5","98.5","0.20000000000000001","1030","14","69.700000000000003","0.80000000000000004","936","13","63.299999999999997","0.90000000000000002","103","7","7","0.40000000000000002","17","3","1.1000000000000001","0.20000000000000001","511","13","34.600000000000001","0.90000000000000002","508","13","34.399999999999999","0.90000000000000002","84","6","5.7000000000000002","0.40000000000000002","6","2","0.40000000000000002","0.10000000000000001","1","Z","0.10000000000000001","Z","3","1","0.20000000000000001","0.10000000000000001","Z","Z","Z","Z","22","3","1.5","0.20000000000000001"
NA,"19 - 64 years","4235","5","4071","10","96.099999999999994","0.20000000000000001","3269","19","77.200000000000003","0.5","2887","20","68.200000000000003","0.5","451","13","10.6","0.29999999999999999","35","4","0.80000000000000004","0.10000000000000001","965","20","22.800000000000001","0.5","888","20","21","0.5","121","7","2.7999999999999998","0.20000000000000001","131","6","3.1000000000000001","0.10000000000000001","34","3","0.80000000000000004","0.10000000000000001","85","5","2","0.10000000000000001","39","4","0.90000000000000002","0.10000000000000001","164","8","3.8999999999999999","0.20000000000000001"
NA,"65 years and over","1071","2","1067","2","99.599999999999994","0.10000000000000001","709","9","66.200000000000003","0.80000000000000004","438","9","40.899999999999999","0.90000000000000002","351","8","32.700000000000003","0.69999999999999996","31","2","2.7999999999999998","0.20000000000000001","1014","5","94.599999999999994","0.40000000000000002","173","7","16.199999999999999","0.59999999999999998","60","4","5.5999999999999996","0.29999999999999999","1013","5","94.5","0.40000000000000002","655","9","61.100000000000001","0.80000000000000004","173","7","16.199999999999999","0.59999999999999998","66","4","6.2000000000000002","0.40000000000000002","4","1","0.40000000000000002","0.10000000000000001"
"Michigan","All persons","9853","1","9344","15","94.799999999999997","0.20000000000000001","7038","32","71.400000000000006","0.29999999999999999","5979","36","60.700000000000003","0.40000000000000002","1288","17","13.1","0.20000000000000001","123","7","1.3","0.10000000000000001","3799","27","38.600000000000001","0.29999999999999999","2213","27","22.5","0.29999999999999999","343","10","3.5","0.10000000000000001","1874","10","19","0.10000000000000001","1232","9","12.5","0.10000000000000001","351","9","3.6000000000000001","0.10000000000000001","200","6","2","0.10000000000000001","510","15","5.2000000000000002","0.20000000000000001"
NA,"Under 65 years","8227","3","7724","14","93.900000000000006","0.20000000000000001","5860","29","71.200000000000003","0.40000000000000002","5218","33","63.399999999999999","0.40000000000000002","734","16","8.9000000000000004","0.20000000000000001","74","5","0.90000000000000002","0.10000000000000001","2218","26","27","0.29999999999999999","2020","26","24.600000000000001","0.29999999999999999","250","9","3","0.10000000000000001","294","9","3.6000000000000001","0.10000000000000001","92","4","1.1000000000000001","0.10000000000000001","158","6","1.8999999999999999","0.10000000000000001","85","4","1","Z","502","15","6.0999999999999996","0.20000000000000001"
NA,"Under 19 years","2313","5","2244","7","97","0.20000000000000001","1467","13","63.399999999999999","0.59999999999999998","1344","14","58.100000000000001","0.59999999999999998","134","7","5.7999999999999998","0.29999999999999999","20","3","0.90000000000000002","0.10000000000000001","889","13","38.399999999999999","0.59999999999999998","885","13","38.299999999999997","0.59999999999999998","110","6","4.7999999999999998","0.29999999999999999","8","1","0.40000000000000002","0.10000000000000001","2","1","0.10000000000000001","Z","6","1","0.20000000000000001","0.10000000000000001","2","1","0.10000000000000001","Z","69","6","3","0.20000000000000001"
NA,"19 - 64 years","5914","6","5481","13","92.700000000000003","0.20000000000000001","4393","19","74.299999999999997","0.29999999999999999","3874","22","65.5","0.40000000000000002","600","12","10.1","0.20000000000000001","53","4","0.90000000000000002","0.10000000000000001","1329","16","22.5","0.29999999999999999","1135","16","19.199999999999999","0.29999999999999999","140","5","2.3999999999999999","0.10000000000000001","285","9","4.7999999999999998","0.10000000000000001","89","4","1.5","0.10000000000000001","152","6","2.6000000000000001","0.10000000000000001","83","4","1.3999999999999999","0.10000000000000001","433","12","7.2999999999999998","0.20000000000000001"
NA,"65 years and over","1627","2","1619","3","99.599999999999994","0.10000000000000001","1178","9","72.400000000000006","0.5","760","10","46.700000000000003","0.59999999999999998","555","9","34.100000000000001","0.5","49","3","3","0.20000000000000001","1582","4","97.200000000000003","0.20000000000000001","193","6","11.800000000000001","0.40000000000000002","93","4","5.7000000000000002","0.20000000000000001","1581","4","97.200000000000003","0.20000000000000001","1140","9","70.099999999999994","0.5","193","6","11.800000000000001","0.40000000000000002","115","4","7.0999999999999996","0.29999999999999999","7","2","0.40000000000000002","0.10000000000000001"
"Minnesota","All persons","5519","1","5277","11","95.599999999999994","0.20000000000000001","4193","19","76","0.29999999999999999","3455","19","62.600000000000001","0.29999999999999999","847","13","15.300000000000001","0.20000000000000001","77","5","1.3999999999999999","0.10000000000000001","1820","17","33","0.29999999999999999","986","16","17.899999999999999","0.29999999999999999","154","7","2.7999999999999998","0.10000000000000001","912","5","16.5","0.10000000000000001","594","7","10.800000000000001","0.10000000000000001","120","5","2.2000000000000002","0.10000000000000001","142","4","2.6000000000000001","0.10000000000000001","243","11","4.4000000000000004","0.20000000000000001"
NA,"Under 65 years","4690","2","4450","10","94.900000000000006","0.20000000000000001","3612","19","77","0.40000000000000002","3239","17","69.099999999999994","0.40000000000000002","434","12","9.1999999999999993","0.29999999999999999","46","4","1","0.10000000000000001","1014","17","21.600000000000001","0.40000000000000002","913","16","19.5","0.29999999999999999","121","7","2.6000000000000001","0.20000000000000001","107","5","2.2999999999999998","0.10000000000000001","35","2","0.69999999999999996","Z","47","3","1","0.10000000000000001","51","4","1.1000000000000001","0.10000000000000001","240","10","5.0999999999999996","0.20000000000000001"
NA,"Under 19 years","1373","4","1326","5","96.599999999999994","0.29999999999999999","973","10","70.900000000000006","0.69999999999999996","889","9","64.700000000000003","0.69999999999999996","91","6","6.5999999999999996","0.40000000000000002","13","2","1","0.20000000000000001","415","10","30.199999999999999","0.69999999999999996","413","10","30.100000000000001","0.69999999999999996","62","5","4.5","0.29999999999999999","4","1","0.29999999999999999","0.10000000000000001","1","Z","0.10000000000000001","Z","2","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","Z","47","4","3.3999999999999999","0.29999999999999999"
NA,"19 - 64 years","3317","5","3124","9","94.200000000000003","0.20000000000000001","2639","14","79.599999999999994","0.40000000000000002","2350","12","70.799999999999997","0.29999999999999999","343","9","10.300000000000001","0.29999999999999999","33","3","1","0.10000000000000001","599","11","18.100000000000001","0.29999999999999999","500","10","15.1","0.29999999999999999","59","4","1.8","0.10000000000000001","103","4","3.1000000000000001","0.10000000000000001","34","2","1","0.10000000000000001","44","3","1.3","0.10000000000000001","50","3","1.5","0.10000000000000001","193","8","5.7999999999999998","0.20000000000000001"
NA,"65 years and over","829","2","827","2","99.700000000000003","0.10000000000000001","581","6","70.099999999999994","0.80000000000000004","216","6","26.100000000000001","0.80000000000000004","413","6","49.799999999999997","0.80000000000000004","31","2","3.7999999999999998","0.29999999999999999","806","3","97.200000000000003","0.29999999999999999","74","3","8.9000000000000004","0.40000000000000002","34","2","4","0.29999999999999999","805","3","97.099999999999994","0.29999999999999999","560","7","67.5","0.80000000000000004","74","3","8.9000000000000004","0.40000000000000002","91","3","10.9","0.40000000000000002","2","1","0.29999999999999999","0.10000000000000001"
"Mississippi","All persons","2921","1","2569","15","88","0.5","1763","25","60.299999999999997","0.80000000000000004","1363","23","46.700000000000003","0.80000000000000004","387","11","13.300000000000001","0.40000000000000002","127","9","4.2999999999999998","0.29999999999999999","1147","17","39.299999999999997","0.59999999999999998","714","17","24.399999999999999","0.59999999999999998","91","7","3.1000000000000001","0.20000000000000001","561","7","19.199999999999999","0.29999999999999999","266","7","9.0999999999999996","0.20000000000000001","159","6","5.4000000000000004","0.20000000000000001","81","5","2.7999999999999998","0.20000000000000001","352","15","12","0.5"
NA,"Under 65 years","2469","3","2119","15","85.799999999999997","0.59999999999999998","1515","23","61.399999999999999","1","1261","21","51.100000000000001","0.90000000000000002","244","11","9.9000000000000004","0.40000000000000002","82","8","3.2999999999999998","0.29999999999999999","707","17","28.600000000000001","0.69999999999999996","624","16","25.300000000000001","0.69999999999999996","65","6","2.6000000000000001","0.20000000000000001","121","7","4.9000000000000004","0.29999999999999999","28","3","1.1000000000000001","0.10000000000000001","68","5","2.7999999999999998","0.20000000000000001","39","4","1.6000000000000001","0.20000000000000001","350","15","14.199999999999999","0.59999999999999998"
NA,"Under 19 years","763","4","726","7","95.200000000000003","0.69999999999999996","367","11","48","1.3999999999999999","302","9","39.600000000000001","1.2","54","6","7.0999999999999996","0.69999999999999996","25","4","3.2000000000000002","0.5","391","10","51.200000000000003","1.3","387","10","50.700000000000003","1.3","30","4","3.8999999999999999","0.5","4","1","0.5","0.20000000000000001","1","1","0.20000000000000001","0.10000000000000001","2","1","0.29999999999999999","0.10000000000000001","3","2","0.40000000000000002","0.20000000000000001","37","5","4.7999999999999998","0.69999999999999996"
NA,"19 - 64 years","1706","5","1393","12","81.700000000000003","0.69999999999999996","1149","17","67.299999999999997","1","959","16","56.200000000000003","1","190","7","11.1","0.40000000000000002","58","6","3.3999999999999999","0.29999999999999999","315","11","18.5","0.59999999999999998","236","10","13.800000000000001","0.59999999999999998","35","4","2","0.20000000000000001","117","6","6.9000000000000004","0.40000000000000002","27","3","1.6000000000000001","0.20000000000000001","66","5","3.8999999999999999","0.29999999999999999","36","4","2.1000000000000001","0.20000000000000001","313","12","18.300000000000001","0.69999999999999996"
NA,"65 years and over","451","3","450","3","99.599999999999994","0.10000000000000001","247","6","54.799999999999997","1.3","102","5","22.600000000000001","1.2","143","5","31.699999999999999","1.2","45","4","9.9000000000000004","0.80000000000000004","441","4","97.599999999999994","0.40000000000000002","90","4","20","1","26","3","5.7999999999999998","0.59999999999999998","440","4","97.5","0.40000000000000002","238","6","52.700000000000003","1.2","90","4","20","1","42","3","9.4000000000000004","0.59999999999999998","2","1","0.40000000000000002","0.10000000000000001"
"Missouri","All persons","6000","2","5452","17","90.900000000000006","0.29999999999999999","4236","30","70.599999999999994","0.5","3416","31","56.899999999999999","0.5","866","17","14.4","0.29999999999999999","159","9","2.6000000000000001","0.20000000000000001","1944","20","32.399999999999999","0.29999999999999999","903","19","15","0.29999999999999999","128","7","2.1000000000000001","0.10000000000000001","1144","9","19.100000000000001","0.10000000000000001","606","9","10.1","0.20000000000000001","165","7","2.7000000000000002","0.10000000000000001","167","7","2.7999999999999998","0.10000000000000001","548","17","9.0999999999999996","0.29999999999999999"
NA,"Under 65 years","5026","3","4483","17","89.200000000000003","0.29999999999999999","3657","26","72.799999999999997","0.5","3142","28","62.5","0.59999999999999998","532","14","10.6","0.29999999999999999","100","8","2","0.20000000000000001","999","21","19.899999999999999","0.40000000000000002","820","19","16.300000000000001","0.40000000000000002","98","7","1.8999999999999999","0.10000000000000001","201","8","4","0.20000000000000001","52","4","1","0.10000000000000001","81","6","1.6000000000000001","0.10000000000000001","73","5","1.3999999999999999","0.10000000000000001","544","17","10.800000000000001","0.29999999999999999"
NA,"Under 19 years","1465","6","1390","7","94.900000000000006","0.40000000000000002","940","16","64.099999999999994","1.1000000000000001","816","17","55.700000000000003","1.2","115","7","7.9000000000000004","0.5","31","4","2.1000000000000001","0.29999999999999999","500","16","34.100000000000001","1.1000000000000001","491","15","33.5","1","48","6","3.2999999999999998","0.40000000000000002","12","3","0.80000000000000004","0.20000000000000001","1","1","0.10000000000000001","Z","5","2","0.40000000000000002","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","75","6","5.0999999999999996","0.40000000000000002"
NA,"19 - 64 years","3562","6","3092","15","86.799999999999997","0.40000000000000002","2717","18","76.299999999999997","0.5","2326","19","65.299999999999997","0.5","417","10","11.699999999999999","0.29999999999999999","69","5","1.8999999999999999","0.20000000000000001","499","13","14","0.29999999999999999","329","10","9.1999999999999993","0.29999999999999999","50","4","1.3999999999999999","0.10000000000000001","189","8","5.2999999999999998","0.20000000000000001","51","4","1.3999999999999999","0.10000000000000001","76","5","2.1000000000000001","0.20000000000000001","70","5","2","0.10000000000000001","469","15","13.199999999999999","0.40000000000000002"
NA,"65 years and over","974","3","970","3","99.5","0.10000000000000001","579","8","59.5","0.80000000000000004","274","7","28.100000000000001","0.69999999999999996","333","7","34.200000000000003","0.69999999999999996","59","4","6.0999999999999996","0.5","944","4","97","0.29999999999999999","83","4","8.5999999999999996","0.5","31","3","3.2000000000000002","0.29999999999999999","943","4","96.799999999999997","0.29999999999999999","554","8","56.799999999999997","0.69999999999999996","83","4","8.5999999999999996","0.5","94","5","9.6999999999999993","0.5","4","1","0.5","0.10000000000000001"
"Montana","All persons","1036","1","949","6","91.5","0.5","697","13","67.200000000000003","1.2","503","13","48.5","1.2","194","8","18.699999999999999","0.80000000000000004","35","5","3.3999999999999999","0.40000000000000002","400","11","38.600000000000001","1.1000000000000001","212","11","20.399999999999999","1.1000000000000001","32","3","3.1000000000000001","0.29999999999999999","203","3","19.600000000000001","0.29999999999999999","119","4","11.5","0.40000000000000002","29","2","2.7999999999999998","0.20000000000000001","43","3","4.2000000000000002","0.29999999999999999","88","6","8.5","0.5"
NA,"Under 65 years","851","1","765","6","89.799999999999997","0.69999999999999996","581","12","68.299999999999997","1.3999999999999999","460","12","54","1.3999999999999999","118","7","13.9","0.90000000000000002","23","4","2.7000000000000002","0.5","219","11","25.699999999999999","1.3","194","11","22.800000000000001","1.3","23","3","2.7999999999999998","0.40000000000000002","23","3","2.6000000000000001","0.29999999999999999","7","1","0.80000000000000004","0.20000000000000001","11","2","1.3","0.20000000000000001","18","2","2.1000000000000001","0.20000000000000001","87","6","10.199999999999999","0.69999999999999996"
NA,"Under 19 years","241","2","227","3","94.200000000000003","1","137","6","56.700000000000003","2.6000000000000001","108","6","44.700000000000003","2.3999999999999999","25","4","10.300000000000001","1.5","7","2","3.1000000000000001","0.80000000000000004","100","6","41.299999999999997","2.7000000000000002","99","6","41","2.7000000000000002","9","2","3.7999999999999998","0.69999999999999996","1","1","0.40000000000000002","0.20000000000000001","Z","Z","0.20000000000000001","0.10000000000000001","1","Z","0.29999999999999999","0.20000000000000001","1","1","0.29999999999999999","0.20000000000000001","14","2","5.7999999999999998","1"
NA,"19 - 64 years","611","2","538","5","88.099999999999994","0.69999999999999996","445","8","72.799999999999997","1.3","352","8","57.700000000000003","1.3","93","5","15.300000000000001","0.90000000000000002","16","3","2.6000000000000001","0.40000000000000002","119","7","19.5","1.1000000000000001","95","6","15.6","1.1000000000000001","14","2","2.2999999999999998","0.40000000000000002","22","3","3.5","0.40000000000000002","6","1","1.1000000000000001","0.20000000000000001","10","2","1.7","0.29999999999999999","17","2","2.7999999999999998","0.29999999999999999","73","4","11.9","0.69999999999999996"
NA,"65 years and over","185","1","184","1","99.400000000000006","0.29999999999999999","115","3","62.299999999999997","1.6000000000000001","43","3","23.300000000000001","1.6000000000000001","76","3","40.899999999999999","1.8","12","2","6.4000000000000004","0.90000000000000002","181","2","97.799999999999997","0.5","17","2","9.5","0.90000000000000002","9","1","4.7000000000000002","0.69999999999999996","180","2","97.5","0.5","112","3","60.600000000000001","1.7","17","2","9.5","0.90000000000000002","25","2","13.699999999999999","1.1000000000000001","1","1","0.59999999999999998","0.29999999999999999"
"Nebraska","All persons","1891","1","1735","7","91.700000000000003","0.40000000000000002","1435","14","75.900000000000006","0.80000000000000004","1129","14","59.700000000000003","0.69999999999999996","321","9","17","0.5","62","5","3.2999999999999998","0.29999999999999999","525","11","27.800000000000001","0.59999999999999998","246","11","13","0.59999999999999998","48","4","2.5","0.20000000000000001","308","3","16.300000000000001","0.20000000000000001","185","4","9.8000000000000007","0.20000000000000001","47","3","2.5","0.20000000000000001","52","3","2.7000000000000002","0.20000000000000001","157","7","8.3000000000000007","0.40000000000000002"
NA,"Under 65 years","1609","2","1454","8","90.400000000000006","0.5","1254","13","77.900000000000006","0.80000000000000004","1062","14","66","0.90000000000000002","199","9","12.4","0.5","45","5","2.7999999999999998","0.29999999999999999","252","10","15.6","0.69999999999999996","217","11","13.5","0.69999999999999996","34","4","2.1000000000000001","0.20000000000000001","35","3","2.2000000000000002","0.20000000000000001","11","1","0.69999999999999996","0.10000000000000001","18","2","1.1000000000000001","0.10000000000000001","20","2","1.3","0.10000000000000001","155","7","9.5999999999999996","0.5"
NA,"Under 19 years","500","2","474","4","94.900000000000006","0.69999999999999996","348","8","69.599999999999994","1.5","303","8","60.600000000000001","1.6000000000000001","43","4","8.5","0.80000000000000004","17","3","3.3999999999999999","0.59999999999999998","143","8","28.600000000000001","1.6000000000000001","142","8","28.300000000000001","1.6000000000000001","16","2","3.2000000000000002","0.5","2","1","0.29999999999999999","0.20000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","1","Z","0.10000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","26","4","5.0999999999999996","0.69999999999999996"
NA,"19 - 64 years","1109","3","980","6","88.400000000000006","0.5","906","8","81.700000000000003","0.69999999999999996","759","8","68.5","0.69999999999999996","156","7","14.1","0.59999999999999998","28","3","2.5","0.29999999999999999","109","5","9.8000000000000007","0.5","75","4","6.7999999999999998","0.40000000000000002","17","2","1.6000000000000001","0.20000000000000001","34","3","3.1000000000000001","0.20000000000000001","10","1","0.90000000000000002","0.10000000000000001","17","2","1.6000000000000001","0.20000000000000001","20","2","1.8","0.20000000000000001","129","6","11.6","0.5"
NA,"65 years and over","282","1","280","2","99.299999999999997","0.29999999999999999","181","4","64.299999999999997","1.3999999999999999","67","3","23.699999999999999","1.1000000000000001","122","4","43.299999999999997","1.3","17","2","6","0.59999999999999998","273","2","96.799999999999997","0.5","29","2","10.300000000000001","0.69999999999999996","14","2","5.0999999999999996","0.5","273","2","96.599999999999994","0.5","174","4","61.600000000000001","1.3999999999999999","29","2","10.300000000000001","0.69999999999999996","31","2","11.1","0.59999999999999998","2","1","0.69999999999999996","0.29999999999999999"
"Nevada","All persons","2962","1","2630","13","88.799999999999997","0.40000000000000002","1921","19","64.900000000000006","0.69999999999999996","1598","22","53.899999999999999","0.69999999999999996","324","11","10.9","0.40000000000000002","99","7","3.2999999999999998","0.20000000000000001","1012","19","34.200000000000003","0.59999999999999998","559","18","18.899999999999999","0.59999999999999998","72","6","2.3999999999999999","0.20000000000000001","495","6","16.699999999999999","0.20000000000000001","232","6","7.7999999999999998","0.20000000000000001","77","5","2.6000000000000001","0.20000000000000001","86","5","2.8999999999999999","0.20000000000000001","333","13","11.199999999999999","0.40000000000000002"
NA,"Under 65 years","2508","2","2181","13","87","0.5","1689","19","67.400000000000006","0.80000000000000004","1472","21","58.700000000000003","0.80000000000000004","214","12","8.5","0.5","61","6","2.3999999999999999","0.20000000000000001","580","18","23.100000000000001","0.69999999999999996","510","18","20.300000000000001","0.69999999999999996","57","5","2.2999999999999998","0.20000000000000001","64","5","2.5","0.20000000000000001","17","2","0.69999999999999996","0.10000000000000001","27","3","1.1000000000000001","0.10000000000000001","40","4","1.6000000000000001","0.20000000000000001","327","13","13","0.5"
