"Nation/State","Characteristic","Total",NA,"Any health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uninsured",NA,NA,NA
NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Any private health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Employment-based",NA,NA,NA,"Direct purchase",NA,NA,NA,"TRICARE",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Covered by Medicaid",NA,NA,NA,NA,NA,NA,NA,"Covered by Medicare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covered by VA care",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Also covered by private insurance",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Also covered by private insurance",NA,NA,NA,"Also covered by Medicaid",NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA
NA,NA,"Number","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,"Number","Margin of error1","Percent","Margin of error1","Number","Margin of error1","Percent","Margin of error1",NA,NA,NA,NA,NA,NA,NA,NA
"Pennsylvania","All people","12780","2","12090","24","94.6","0.2","8962","46","70.099999999999994","0.4","7390","47","57.8","0.4","1922","33","15","0.3","189","9","1.5","0.1","5047","39","39.5","0.3","2747","40","21.5","0.3","568","20","4.4000000000000004","0.2","2706","11","21.2","0.1","1475","16","11.5","0.1","491","11","3.8","0.1","246","8","1.9","0.1","692","24","5.4","0.2"
"Pennsylvania",".Under 65 years","10260","4","9587","24","93.4","0.2","7488","40","73","0.4","6642","45","64.7","0.4","1060","27","10.3","0.3","104","8","1","0.1","2636","39","25.7","0.4","2409","39","23.5","0.4","421","19","4.0999999999999996","0.2","296","10","2.9","0.1","91","6","0.9","0.1","154","7","1.5","0.1","106","6","1","0.1","677","23","6.6","0.2"
"Pennsylvania",".Under 19 years","2808","7","2661","14","94.8","0.4","1765","23","62.9","0.8","1590","24","56.6","0.9","214","11","7.6","0.4","31","5","1.1000000000000001","0.2","1103","24","39.299999999999997","0.8","1093","24","38.9","0.8","203","11","7.2","0.4","16","3","0.6","0.1","6","1","0.2","0.1","8","2","0.3","0.1","2","1","0.1","Z","147","12","5.2","0.4"
"Pennsylvania",".19 - 64 years","7456","8","6926","18","92.9","0.2","5723","26","76.8","0.3","5052","31","67.8","0.4","846","20","11.3","0.3","73","5","1","0.1","1532","22","20.6","0.3","1316","22","17.7","0.3","219","11","2.9","0.1","280","10","3.8","0.1","85","5","1.1000000000000001","0.1","147","6","2","0.1","104","6","1.4","0.1","530","16","7.1","0.2"
"Pennsylvania",".65 years and over","2516","3","2500","4","99.4","0.1","1474","15","58.6","0.6","748","13","29.7","0.5","862","13","34.299999999999997","0.5","85","5","3.4","0.2","2411","6","95.8","0.2","337","8","13.4","0.3","146","6","5.8","0.2","2409","6","95.8","0.2","1384","15","55","0.6","337","8","13.4","0.3","140","5","5.6","0.2","16","3","0.6","0.1"
"Rhode Island","All people","1080","1","1031","6","95.5","0.5","761","13","70.5","1.2","626","14","57.9","1.3","177","10","16.399999999999999","1","23","3","2.1","0.3","419","10","38.799999999999997","1","241","11","22.4","1","50","6","4.7","0.6","224","4","20.8","0.4","112","5","10.4","0.5","52","4","4.8","0.4","18","3","1.7","0.3","48","6","4.5","0.5"
"Rhode Island",".Under 65 years","875","2","828","6","94.6","0.6","650","13","74.3","1.4","565","14","64.599999999999994","1.6","111","9","12.7","1","13","2","1.5","0.3","226","11","25.8","1.2","208","10","23.8","1.2","37","6","4.3","0.7","30","4","3.5","0.4","10","2","1.1000000000000001","0.2","19","3","2.1","0.3","7","2","0.8","0.2","47","6","5.4","0.6"
"Rhode Island",".Under 19 years","221","2","214","3","96.7","1.1000000000000001","149","6","67.7","2.8","132","7","60","3.1","23","4","10.6","2","5","1","2.1","0.6","81","6","36.799999999999997","2.6","81","6","36.5","2.5","17","4","7.6","1.8","2","1","0.8","0.3","1","Z","0.3","0.2","1","1","0.5","0.3","D","D","D","D","7","2","3.3","1.1000000000000001"
"Rhode Island",".19 - 64 years","654","3","614","6","93.9","0.7","500","9","76.5","1.2","433","10","66.099999999999994","1.4","88","7","13.4","1","9","2","1.3","0.2","144","7","22.1","1.1000000000000001","128","7","19.5","1","20","3","3.1","0.5","29","4","4.4000000000000004","0.5","9","2","1.4","0.3","18","3","2.7","0.4","D","D","D","D","40","5","6.1","0.7"
"Rhode Island",".65 years and over","205","2","203","2","99.2","0.4","112","5","54.5","2.1","60","4","29.5","2","66","4","32.200000000000003","2.1","10","2","4.7","1","194","3","94.7","1.1000000000000001","33","3","16.2","1.5","13","2","6.4","1","194","3","94.6","1.1000000000000001","102","5","49.9","2.1","33","3","16.2","1.5","11","2","5.5","0.9","2","1","0.8","0.4"
"South Carolina","All people","5276","3","4796","15","90.9","0.3","3523","24","66.8","0.5","2705","30","51.3","0.6","861","22","16.3","0.4","274","16","5.2","0.3","2063","20","39.1","0.4","1056","20","20","0.4","205","10","3.9","0.2","1128","7","21.4","0.1","598","10","11.3","0.2","194","8","3.7","0.2","176","8","3.3","0.2","480","16","9.1","0.3"
"South Carolina",".Under 65 years","4259","5","3784","15","88.9","0.4","2945","23","69.099999999999994","0.6","2401","29","56.4","0.7","559","20","13.1","0.5","173","16","4.0999999999999996","0.4","1073","20","25.2","0.5","931","20","21.9","0.5","155","10","3.6","0.2","139","6","3.3","0.1","42","3","1","0.1","69","5","1.6","0.1","88","6","2.1","0.1","475","16","11.1","0.4"
"South Carolina",".Under 19 years","1214","5","1140","8","93.9","0.6","675","13","55.6","1","551","14","45.3","1.1000000000000001","104","9","8.5","0.7","60","8","4.9000000000000004","0.7","535","13","44.1","1.1000000000000001","529","13","43.6","1.1000000000000001","68","7","5.6","0.5","8","2","0.7","0.1","1","1","0.1","0.1","6","2","0.5","0.1","5","3","0.4","0.2","74","7","6.1","0.6"
"South Carolina",".19 - 64 years","3044","6","2644","13","86.8","0.4","2269","16","74.5","0.5","1851","20","60.8","0.6","455","15","14.9","0.5","113","9","3.7","0.3","538","14","17.7","0.5","402","12","13.2","0.4","86","7","2.8","0.2","131","6","4.3","0.2","40","3","1.3","0.1","63","4","2.1","0.1","82","6","2.7","0.2","400","13","13.2","0.4"
"South Carolina",".65 years and over","1018","3","1012","3","99.5","0.1","579","10","56.9","1","303","10","29.8","1","303","8","29.7","0.7","101","7","9.9","0.7","990","4","97.3","0.3","125","6","12.3","0.6","50","4","4.9000000000000004","0.4","989","4","97.2","0.3","556","10","54.6","0.9","125","6","12.3","0.6","88","5","8.6999999999999993","0.5","5","1","0.5","0.1"
"South Dakota","All people","900","1","826","6","91.7","0.7","660","8","73.3","0.9","502","10","55.8","1.1000000000000001","166","7","18.399999999999999","0.7","34","4","3.8","0.5","291","7","32.299999999999997","0.8","132","7","14.6","0.8","31","4","3.4","0.4","173","3","19.2","0.3","96","4","10.7","0.4","28","3","3.2","0.3","32","3","3.6","0.3","74","6","8.3000000000000007","0.7"
"South Dakota",".Under 65 years","738","2","665","6","90","0.8","564","7","76.5","0.9","473","9","64.099999999999994","1.3","99","6","13.4","0.8","23","4","3.1","0.5","133","7","18.100000000000001","0.9","110","6","14.9","0.9","19","3","2.6","0.4","16","2","2.1","0.3","4","1","0.6","0.2","7","1","0.9","0.2","16","2","2.1","0.3","74","6","10","0.8"
"South Dakota",".Under 19 years","233","2","217","4","93","1.3","161","4","68.900000000000006","1.8","138","5","59.2","2.2000000000000002","20","2","8.6999999999999993","0.9","8","2","3.6","0.9","68","4","29.1","1.8","67","4","28.8","1.9","12","2","4.9000000000000004","1","1","1","0.4","0.2","D","D","D","D","1","1","0.2","0.2","1","1","0.4","0.2","16","3","7","1.3"
"South Dakota",".19 - 64 years","505","3","448","5","88.7","0.8","404","6","80","0.9","335","7","66.3","1.3","79","5","15.6","0.9","15","2","2.9","0.5","65","4","12.9","0.9","43","4","8.6","0.8","8","2","1.5","0.3","15","2","2.9","0.4","D","D","D","D","6","1","1.3","0.2","15","2","2.9","0.4","57","4","11.3","0.8"
"South Dakota",".65 years and over","162","1","161","1","99.5","0.3","96","4","59.1","2.1","29","3","18.2","1.9","67","3","41.1","2.1","11","2","6.6","1.1000000000000001","157","1","97.1","0.8","21","2","13.2","1.4","11","2","7.1","1.1000000000000001","157","1","97","0.8","92","4","56.6","2.1","21","2","13.2","1.4","16","2","10.1","1","1","1","0.5","0.3"
"Tennessee","All people","7033","3","6379","21","90.7","0.3","4660","38","66.3","0.5","3703","34","52.6","0.5","1015","27","14.4","0.4","242","11","3.4","0.2","2597","26","36.9","0.4","1400","27","19.899999999999999","0.4","247","12","3.5","0.2","1362","11","19.399999999999999","0.2","653","12","9.3000000000000007","0.2","242","10","3.4","0.1","186","7","2.6","0.1","654","20","9.3000000000000007","0.3"
"Tennessee",".Under 65 years","5812","5","5165","21","88.9","0.4","4024","34","69.2","0.6","3398","31","58.5","0.5","658","23","11.3","0.4","153","12","2.6","0.2","1415","26","24.3","0.4","1242","25","21.4","0.4","187","11","3.2","0.2","181","10","3.1","0.2","50","5","0.9","0.1","84","6","1.4","0.1","95","7","1.6","0.1","647","21","11.1","0.4"
"Tennessee",".Under 19 years","1645","6","1552","10","94.4","0.5","944","17","57.4","1.1000000000000001","797","17","48.4","1","132","10","8","0.6","57","7","3.4","0.4","701","17","42.6","1","692","17","42.1","1","89","8","5.4","0.5","12","3","0.7","0.2","3","1","0.2","0.1","6","2","0.4","0.1","5","2","0.3","0.1","93","9","5.6","0.5"
"Tennessee",".19 - 64 years","4167","8","3613","18","86.7","0.4","3080","24","73.900000000000006","0.6","2602","23","62.4","0.5","526","17","12.6","0.4","96","7","2.2999999999999998","0.2","715","17","17.100000000000001","0.4","550","15","13.2","0.3","99","6","2.4","0.1","169","9","4.0999999999999996","0.2","47","5","1.1000000000000001","0.1","78","5","1.9","0.1","90","6","2.1","0.1","554","17","13.3","0.4"
"Tennessee",".65 years and over","1221","4","1214","5","99.4","0.1","635","11","52","0.9","305","9","24.9","0.7","357","10","29.3","0.8","89","5","7.3","0.4","1182","5","96.7","0.2","158","8","12.9","0.6","60","4","4.9000000000000004","0.3","1180","5","96.6","0.2","602","11","49.3","0.9","158","8","12.9","0.6","91","4","7.4","0.3","7","2","0.6","0.1"
"Texas","All people","30020","8","25100","59","83.6","0.2","19020","81","63.3","0.3","15460","84","51.5","0.3","3835","45","12.8","0.2","949","31","3.2","0.1","8806","61","29.3","0.2","4864","61","16.2","0.2","742","20","2.5","0.1","4350","22","14.5","0.1","1941","23","6.5","0.1","779","18","2.6","0.1","696","16","2.2999999999999998","0.1","4917","58","16.399999999999999","0.2"
"Texas",".Under 65 years","25920","10","21080","60","81.3","0.2","17040","77","65.7","0.3","14340","82","55.3","0.3","2884","43","11.1","0.2","660","28","2.5","0.1","4959","62","19.100000000000001","0.2","4315","59","16.7","0.2","563","19","2.2000000000000002","0.1","508","17","2","0.1","139","9","0.5","Z","231","11","0.9","Z","420","14","1.6","0.1","4837","57","18.7","0.2"
"Texas",".Under 19 years","7949","11","7007","30","88.1","0.3","4372","40","55","0.5","3703","42","46.6","0.5","619","20","7.8","0.3","226","15","2.8","0.2","2925","47","36.799999999999997","0.6","2881","47","36.200000000000003","0.6","279","12","3.5","0.2","52","7","0.7","0.1","8","2","0.1","Z","22","4","0.3","Z","21","4","0.3","Z","943","28","11.9","0.3"
"Texas",".19 - 64 years","17970","15","14070","46","78.3","0.2","12660","50","70.5","0.3","10640","54","59.2","0.3","2266","34","12.6","0.2","434","17","2.4","0.1","2033","28","11.3","0.2","1435","23","8","0.1","284","11","1.6","0.1","456","15","2.5","0.1","131","8","0.7","Z","209","10","1.2","0.1","400","13","2.2000000000000002","0.1","3895","42","21.7","0.2"
"Texas",".65 years and over","4104","6","4024","8","98.1","0.1","1982","20","48.3","0.5","1117","16","27.2","0.4","950","18","23.2","0.4","289","9","7","0.2","3847","13","93.7","0.3","548","12","13.4","0.3","179","8","4.4000000000000004","0.2","3842","13","93.6","0.3","1802","21","43.9","0.5","548","12","13.4","0.3","276","8","6.7","0.2","80","5","1.9","0.1"
"Utah","All people","3391","1","3121","14","92","0.4","2649","22","78.099999999999994","0.7","2182","25","64.3","0.7","514","18","15.2","0.5","83","7","2.4","0.2","765","15","22.6","0.4","380","16","11.2","0.5","89","7","2.6","0.2","426","4","12.6","0.1","208","6","6.1","0.2","61","3","1.8","0.1","49","4","1.4","0.1","270","14","8","0.4"
"Utah",".Under 65 years","2981","2","2713","15","91","0.5","2432","20","81.599999999999994","0.7","2069","24","69.400000000000006","0.8","405","18","13.6","0.6","55","6","1.9","0.2","377","15","12.7","0.5","338","15","11.3","0.5","72","7","2.4","0.2","39","3","1.3","0.1","12","2","0.4","0.1","20","2","0.7","0.1","24","2","0.8","0.1","268","15","9","0.5"
"Utah",".Under 19 years","989","4","924","8","93.4","0.7","788","13","79.599999999999994","1.2","671","14","67.8","1.3","119","10","12.1","1","21","3","2.1","0.4","176","10","17.8","1","174","10","17.600000000000001","1","38","5","3.9","0.5","2","1","0.2","0.1","1","Z","0.1","Z","1","1","0.1","0.1","1","1","0.1","0.1","66","7","6.6","0.7"
"Utah",".19 - 64 years","1992","4","1789","11","89.9","0.5","1645","12","82.6","0.6","1398","17","70.2","0.8","286","11","14.3","0.5","35","4","1.7","0.2","202","9","10.1","0.5","164","9","8.1999999999999993","0.4","34","4","1.7","0.2","37","3","1.9","0.1","12","2","0.6","0.1","19","2","1","0.1","23","2","1.2","0.1","202","11","10.1","0.5"
"Utah",".65 years and over","410","2","408","2","99.4","0.2","216","5","52.7","1.3","113","5","27.6","1.3","109","5","26.6","1.3","28","3","6.8","0.6","388","3","94.5","0.6","41","3","10.1","0.7","17","2","4","0.4","387","3","94.4","0.6","196","6","47.7","1.3","41","3","10.1","0.7","25","2","6","0.6","3","1","0.6","0.2"
"Vermont","All people","642","Z","620","2","96.6","0.4","449","8","69.900000000000006","1.2","361","8","56.2","1.3","102","5","15.8","0.8","13","2","2.1","0.3","271","7","42.2","1.1000000000000001","144","7","22.4","1.1000000000000001","22","3","3.4","0.4","152","3","23.7","0.4","83","3","12.9","0.5","29","3","4.5999999999999996","0.4","15","2","2.2999999999999998","0.3","22","3","3.4","0.4"
"Vermont",".Under 65 years","502","1","480","3","95.7","0.5","364","7","72.7","1.3","316","8","62.9","1.5","54","4","10.8","0.8","7","2","1.4","0.3","136","7","27","1.4","125","7","24.9","1.4","14","3","2.9","0.5","17","2","3.3","0.4","3","1","0.6","0.2","11","2","2.1","0.3","7","1","1.3","0.2","21","3","4.3","0.5"
"Vermont",".Under 19 years","124","2","121","2","97.9","0.8","79","3","63.9","2.2999999999999998","72","4","58","2.7","8","1","6.3","1.2","1","1","0.9","0.4","48","3","39","2.7","48","3","38.799999999999997","2.7","6","1","4.8","1.2","Z","Z","0.2","0.2","Z","Z","0.1","0.2","0","0","0","0","0","0","0","0","3","1","2.1","0.8"
"Vermont",".19 - 64 years","378","2","359","3","95","0.6","285","5","75.5","1.4","244","6","64.5","1.6","46","4","12.3","0.9","6","1","1.5","0.4","87","5","23.1","1.4","77","5","20.3","1.3","8","2","2.2000000000000002","0.4","17","2","4.4000000000000004","0.6","3","1","0.8","0.2","11","2","2.8","0.4","7","1","1.8","0.3","19","2","5","0.6"
"Vermont",".65 years and over","140","1","140","1","99.8","0.2","84","3","60","2","45","3","32.1","1.8","47","3","33.799999999999997","1.8","6","1","4.5999999999999996","0.8","136","1","96.6","0.6","19","2","13.4","1.3","7","1","5.3","0.8","136","1","96.5","0.6","80","3","56.8","2","19","2","13.4","1.3","8","1","5.7","0.7","Z","Z","0.2","0.2"
"Virginia","All people","8489","6","7946","19","93.6","0.2","6177","37","72.8","0.4","4936","36","58.1","0.4","1119","22","13.2","0.3","663","19","7.8","0.2","2964","32","34.9","0.4","1448","34","17.100000000000001","0.4","258","16","3","0.2","1555","9","18.3","0.1","888","12","10.5","0.1","199","7","2.2999999999999998","0.1","296","10","3.5","0.1","543","18","6.4","0.2"
"Virginia",".Under 65 years","7023","7","6492","19","92.4","0.3","5274","34","75.099999999999994","0.5","4444","35","63.3","0.5","668","20","9.5","0.3","484","18","6.9","0.3","1575","33","22.4","0.5","1315","33","18.7","0.5","203","15","2.9","0.2","168","7","2.4","0.1","50","4","0.7","0.1","66","5","0.9","0.1","202","9","2.9","0.1","531","18","7.6","0.3"
"Virginia",".Under 19 years","1997","7","1906","11","95.4","0.4","1367","19","68.5","0.9","1123","19","56.2","0.9","136","8","6.8","0.4","182","11","9.1","0.5","642","20","32.1","1","620","20","31","1","96","10","4.8","0.5","14","3","0.7","0.1","4","1","0.2","0.1","5","2","0.2","0.1","24","3","1.2","0.2","92","8","4.5999999999999996","0.4"
"Virginia",".19 - 64 years","5026","10","4587","16","91.3","0.3","3907","22","77.7","0.4","3321","22","66.099999999999994","0.4","532","15","10.6","0.3","302","10","6","0.2","933","20","18.600000000000001","0.4","696","19","13.8","0.4","107","8","2.1","0.2","155","6","3.1","0.1","45","3","0.9","0.1","62","4","1.2","0.1","178","8","3.6","0.2","439","14","8.6999999999999993","0.3"
"Virginia",".65 years and over","1466","4","1453","4","99.1","0.2","903","12","61.6","0.8","492","11","33.6","0.7","451","10","30.8","0.7","179","7","12.2","0.5","1389","5","94.7","0.3","133","6","9.1","0.4","56","3","3.8","0.2","1387","5","94.6","0.3","838","12","57.2","0.8","133","6","9.1","0.4","94","5","6.4","0.4","13","2","0.9","0.2"
"Washington","All people","7694","4","7213","18","93.7","0.2","5401","32","70.2","0.4","4492","34","58.4","0.5","964","20","12.5","0.3","292","12","3.8","0.2","2809","27","36.5","0.3","1588","27","20.6","0.3","289","13","3.8","0.2","1371","7","17.8","0.1","726","11","9.4","0.1","229","8","3","0.1","184","7","2.4","0.1","481","17","6.3","0.2"
"Washington",".Under 65 years","6380","5","5908","18","92.6","0.3","4649","30","72.900000000000006","0.5","4100","32","64.3","0.5","563","15","8.8000000000000007","0.2","190","12","3","0.2","1564","27","24.5","0.4","1428","26","22.4","0.4","225","12","3.5","0.2","127","6","2","0.1","34","3","0.5","0.1","69","4","1.1000000000000001","0.1","97","6","1.5","0.1","472","17","7.4","0.3"
"Washington",".Under 19 years","1742","5","1684","8","96.7","0.4","1106","18","63.5","1","963","18","55.3","1","116","8","6.7","0.5","69","7","4","0.4","682","16","39.200000000000003","0.9","675","15","38.799999999999997","0.9","101","8","5.8","0.4","10","3","0.6","0.1","2","1","0.1","0.1","6","2","0.3","0.1","4","1","0.2","0.1","58","7","3.3","0.4"
"Washington",".19 - 64 years","4638","8","4224","16","91.1","0.3","3543","19","76.400000000000006","0.4","3136","22","67.599999999999994","0.5","447","11","9.6","0.2","121","7","2.6","0.1","882","16","19","0.3","753","16","16.2","0.3","124","7","2.7","0.2","117","6","2.5","0.1","32","3","0.7","0.1","64","4","1.4","0.1","93","5","2","0.1","414","14","8.9","0.3"
"Washington",".65 years and over","1314","3","1305","3","99.3","0.1","752","11","57.2","0.8","392","10","29.8","0.8","401","11","30.5","0.8","102","5","7.7","0.4","1245","5","94.7","0.3","160","7","12.2","0.5","64","4","4.9000000000000004","0.3","1244","5","94.6","0.3","692","10","52.6","0.8","160","7","12.2","0.5","87","4","6.6","0.3","10","2","0.7","0.1"
"West Virginia","All people","1736","1","1633","7","94.1","0.4","1099","17","63.3","1","940","16","54.2","0.9","199","8","11.5","0.5","44","4","2.6","0.2","821","14","47.3","0.8","459","15","26.4","0.8","77","6","4.4000000000000004","0.3","425","5","24.5","0.3","223","7","12.8","0.4","81","5","4.7","0.3","59","4","3.4","0.2","103","7","5.9","0.4"
"West Virginia",".Under 65 years","1365","2","1263","7","92.5","0.5","885","15","64.8","1.1000000000000001","799","15","58.5","1.1000000000000001","103","7","7.5","0.5","23","3","1.7","0.3","459","15","33.6","1.1000000000000001","408","14","29.9","1","56","5","4.0999999999999996","0.4","63","5","4.5999999999999996","0.3","16","2","1.2","0.2","30","4","2.2000000000000002","0.3","23","3","1.7","0.2","102","7","7.5","0.5"
"West Virginia",".Under 19 years","376","3","365","4","97","0.6","216","8","57.3","2","196","7","52.2","1.9","21","3","5.7","0.8","6","2","1.6","0.4","173","7","46","2","171","7","45.5","2","23","3","6.1","0.9","2","1","0.5","0.2","1","1","0.2","0.1","1","Z","0.2","0.1","1","1","0.3","0.2","11","2","3","0.6"
"West Virginia",".19 - 64 years","989","4","899","7","90.9","0.6","669","11","67.7","1.1000000000000001","603","11","60.9","1.1000000000000001","82","5","8.3000000000000007","0.5","17","3","1.7","0.3","286","10","28.9","1","237","9","24","1","33","3","3.4","0.3","61","5","6.2","0.5","16","2","1.6","0.2","30","4","3","0.4","22","2","2.2000000000000002","0.2","90","6","9.1","0.6"
"West Virginia",".65 years and over","371","2","370","2","99.8","0.1","214","6","57.7","1.6","141","5","38.1","1.4","96","5","25.9","1.3","22","2","5.9","0.5","363","2","97.8","0.4","51","3","13.6","0.9","21","2","5.7","0.5","362","2","97.5","0.4","207","6","55.6","1.7","51","3","13.6","0.9","36","3","9.6","0.7","1","Z","0.2","0.1"
"Wisconsin","All people","5851","1","5567","12","95.1","0.2","4259","23","72.8","0.4","3513","26","60","0.4","889","18","15.2","0.3","87","6","1.5","0.1","2106","22","36","0.4","1082","21","18.5","0.4","230","10","3.9","0.2","1181","6","20.2","0.1","607","9","10.4","0.1","197","7","3.4","0.1","121","5","2.1","0.1","284","12","4.9000000000000004","0.2"
"Wisconsin",".Under 65 years","4744","3","4465","11","94.1","0.3","3650","22","76.900000000000006","0.5","3271","24","68.900000000000006","0.5","486","17","10.199999999999999","0.4","54","5","1.1000000000000001","0.1","1034","22","21.8","0.5","950","21","20","0.4","173","9","3.6","0.2","110","5","2.2999999999999998","0.1","29","3","0.6","0.1","65","4","1.4","0.1","47","3","1","0.1","279","12","5.9","0.3"
"Wisconsin",".Under 19 years","1325","5","1271","7","95.9","0.4","914","13","69","1","847","14","63.9","1","81","6","6.1","0.4","16","2","1.2","0.2","448","13","33.799999999999997","1","446","13","33.6","1","91","6","6.8","0.4","4","1","0.3","0.1","1","1","0.1","Z","2","1","0.2","0.1","1","1","0.1","Z","54","5","4.0999999999999996","0.4"
"Wisconsin",".19 - 64 years","3419","5","3194","10","93.4","0.3","2735","14","80","0.4","2424","16","70.900000000000006","0.5","405","13","11.9","0.4","38","3","1.1000000000000001","0.1","586","12","17.100000000000001","0.4","504","12","14.7","0.3","82","5","2.4","0.2","106","5","3.1","0.1","28","2","0.8","0.1","62","4","1.8","0.1","46","3","1.3","0.1","225","9","6.6","0.3"
"Wisconsin",".65 years and over","1107","3","1103","3","99.6","0.1","609","8","55","0.7","242","7","21.9","0.6","403","8","36.4","0.7","33","3","3","0.3","1072","4","96.8","0.3","132","5","12","0.4","57","3","5.0999999999999996","0.3","1071","4","96.7","0.3","578","8","52.2","0.7","132","5","12","0.4","74","3","6.7","0.3","5","1","0.4","0.1"
"Wyoming","All people","574","1","513","6","89.3","1","407","9","71","1.6","310","9","54","1.5","104","6","18","1.1000000000000001","23","3","4","0.5","190","6","33.200000000000003","1.1000000000000001","79","6","13.8","1.1000000000000001","20","3","3.5","0.5","117","3","20.399999999999999","0.4","65","3","11.3","0.6","13","2","2.2999999999999998","0.3","20","2","3.6","0.4","61","6","10.7","1"
"Wyoming",".Under 65 years","464","1","403","6","86.9","1.3","343","8","73.8","1.8","283","9","61","1.9","63","6","13.6","1.3","15","2","3.2","0.5","84","6","18.100000000000001","1.3","70","6","15.2","1.3","15","3","3.3","0.6","11","2","2.2999999999999998","0.4","4","1","0.8","0.2","5","1","1","0.2","9","2","2","0.3","61","6","13.1","1.3"
"Wyoming",".Under 19 years","137","2","127","3","92.8","2","89","5","65.2","3.6","76","5","55.3","3.3","13","3","9.4","2","4","1","3.2","0.9","46","4","33.6","3","45","4","33.299999999999997","3","8","2","6","1.5","1","1","0.6","0.4","0","0","0","0","Z","Z","0.2","0.2","0","0","0","0","10","3","7.2","2"
"Wyoming",".19 - 64 years","327","2","276","4","84.4","1.3","254","5","77.400000000000006","1.5","207","6","63.3","1.9","50","5","15.4","1.4","10","2","3.2","0.5","38","3","11.6","1","25","3","7.6","1","7","2","2.1","0.5","10","2","3","0.5","4","1","1.1000000000000001","0.3","4","1","1.3","0.3","9","2","2.8","0.5","51","4","15.6","1.3"
"Wyoming",".65 years and over","110","1","110","1","99.8","0.2","65","3","58.9","2.8","27","3","24.5","2.2999999999999998","40","3","36.799999999999997","2.5","8","1","7.2","1.1000000000000001","106","2","96.9","1","9","1","8","1.4","5","1","4.4000000000000004","1","106","2","96.8","1","61","3","56","2.8","9","1","8","1.4","11","1","10.3","1.2","Z","Z","0.2","0.2"
"""Z"" - A ""Z"" rounds to zero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"""D"" - A ""D"" entry in a column indicates that insufficient observations were available to disclose these estimates and/or complementary cell suppression was done.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1 Data are based on a sample and are subject to sampling variability. A margin of error is a measure of an estimate's variability. The larger the margin of error in relation to the size of the estimates, the less reliable the estimate. When added to and subtracted from the estimate, the margin of error forms the 90 percent confidence interval.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Information on confidentiality protection, sampling error, nonsampling error, and definitions is available at <https://www2.census.gov/programs-surveys/acs/tech_docs/accuracy/ACS_Accuracy_of_Data_2023.pdf>.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
